ID CLIENTE,EDAD,GENERACION,GENERO,ESTADO CIVIL,DEPARTAMENTO VIVIENDA,MUNICIPIO VIVIENDA,INGRESOS MENSUALES,PROFESION,DEPARTAMENTO LABORAL,MUNICIPIO LABORAL,TIENE BANCA ELECTRONICA,PRIMERA APERTURA,ULTIMA TRANSACCION CLIENTE
1373166,63,Baby Boomers,Femenino,Casado,Guatemala,Guatemala,3773,Quimico Farmaceutico,Error,Error,Si,20021028,20221229
4017736,41,Millenials,Masculino,Soltero,Guatemala,San Pedro Ayampuc,3718,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20191203,20220830
4019659,25,Generacion Z,Femenino,Soltero,Santa Rosa,Barberena,4339,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20191210,20221230
4345549,25,Generacion Z,Femenino,Soltero,Chiquimula,Esquipulas,2049,Estudiante,Chiquimula,Quezaltepeque,Si,20220331,20221230
4097818,40,Millenials,Masculino,Casado,Guatemala,Guatemala,0,Perito  En Electronica,Guatemala,Guatemala,Si,20200717,20221228
1193491,49,Generacion X,Masculino,Casado,El Peten,Poptun,0,Maestro De Educacion Primaria,El Peten,Poptun,Si,19970704,20221230
3019758,39,Millenials,Masculino,Error,Guatemala,Guatemala,6003,Error,Guatemala,Guatemala,Si,20060710,20221224
4320115,26,Generacion Z,Masculino,Soltero,Escuintla,Palin,5342,Estudiante,Escuintla,Palin,Si,20220204,20221230
2737559,62,Baby Boomers,Masculino,Casado,Guatemala,Mixco,10000,Sexto Primaria,Error,Error,Si,20170420,20221220
1722375,34,Millenials,Femenino,Soltero,El Peten,San Benito,10000,Maestro De Educacion Primaria,El Peten,San Benito,Si,20130125,20221227
4123710,24,Generacion Z,Masculino,Casado,Guatemala,Mixco,3930,Bachiller En Ciencias Y Letras,Guatemala,Mixco,Si,20201103,20221230
1668707,32,Millenials,Femenino,Casado,Guatemala,Mixco,0,Maestro De Educacion Primaria,Error,Error,Si,20170228,20221230
3280349,27,Millenials,Masculino,Soltero,Quetzaltenango,Coatepeque,2092,Agricultor,Guatemala,Guatemala,No,20170919,20221229
4360372,24,Generacion Z,Masculino,Soltero,Guatemala,Amatitlan,2812,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20220421,20221219
1891006,31,Millenials,Masculino,Casado,Guatemala,Guatemala,6691,Estudiante,Guatemala,Guatemala,Si,20040301,20221230
3513493,33,Millenials,Masculino,Casado,Guatemala,Mixco,5660,Perito  Contador,Guatemala,Mixco,Si,20171219,20221230
4479134,46,Generacion X,Femenino,Casado,Guatemala,Villa Nueva,10000,Ama De Casa,Guatemala,Villa Nueva,No,20221113,20221230
1035814,36,Millenials,Masculino,Soltero,Retalhuleu,Retalhuleu,4007,Educacion Basica Completa,Quetzaltenango,Coatepeque,No,20091017,20221229
4419620,41,Millenials,Masculino,Soltero,Guatemala,Guatemala,1984,Tercero Basico,Guatemala,Guatemala,No,20220728,20221010
3542068,36,Millenials,Femenino,Soltero,San Marcos,Malacatan,100000,Maestro De Educacion Primaria,Error,Error,Si,20180322,20221230
3018622,29,Millenials,Femenino,Soltero,Guatemala,San Jose Pinula,0,Perito  Contador,Guatemala,Villa Canales,Si,20130314,20221228
3200235,40,Millenials,Femenino,Casado,Huehuetenango,Huehuetenango,11875,Licenciatura En Derecho,Guatemala,Guatemala,Si,20080201,20221230
1669849,31,Millenials,Masculino,Casado,Jutiapa,Jutiapa,3186,Educacion Primaria Completa,Jutiapa,Jutiapa,No,20131213,20221230
4165698,22,Generacion Z,Masculino,Soltero,Guatemala,Guatemala,5030,Licenciatura En Administracion De Empresas,Guatemala,Guatemala,Si,20210215,20220925
3352358,42,Generacion X,Masculino,Casado,Chimaltenango,San Pedro Yepocapa,0,Constructor,Error,Error,Si,20080717,20221031
889919,36,Millenials,Masculino,Soltero,Escuintla,Tiquisate,0,Sexto Primaria,Escuintla,Tiquisate,No,20111128,20220219
1813421,31,Millenials,Masculino,Soltero,Guatemala,Santa Catarina Pinula,3329,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20130921,20220910
4273899,22,Generacion Z,Masculino,Soltero,Guatemala,San Pedro Ayampuc,10000,Tecnico En Electronica,Guatemala,Guatemala,No,20211017,20211027
4159716,22,Generacion Z,Masculino,Soltero,Guatemala,Villa Nueva,7244,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20210203,20221230
3922278,27,Millenials,Masculino,Soltero,Chiquimula,San Jose La Arada,50000,Comerciante,Chiquimula,San Jose La Arada,Si,20190405,20221230
1549609,34,Millenials,Femenino,Soltero,Guatemala,Villa Nueva,3293,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20161015,20221229
1150726,73,Baby Boomers,Masculino,Casado,Guatemala,Mixco,0,Bachiller En Ciencias Y Letras,Error,Error,No,20020516,20221230
3872314,23,Generacion Z,Masculino,Soltero,Escuintla,La Gomera,4784,Tercero Basico,Escuintla,La Gomera,No,20190116,20221230
2773028,40,Millenials,Masculino,Soltero,Jalapa,Jalapa,2819,Tercero Basico,Jalapa,Jalapa,No,20170711,20220610
3935034,26,Generacion Z,Masculino,Soltero,Huehuetenango,Malacatancito,50000,Comerciante,Error,Error,Si,20190521,20221217
3185471,44,Generacion X,Masculino,Casado,San Marcos,Malacatan,12137,Comerciante,Guatemala,Guatemala,Si,20010208,20221228
2713600,50,Generacion X,Femenino,Soltero,Guatemala,Mixco,3451,Estudiante,Guatemala,Guatemala,Si,20020803,20220731
1257497,30,Millenials,Masculino,Soltero,Izabal,Puerto Barrios,0,Educacion Basica Completa,Izabal,Puerto Barrios,Si,20140712,20220519
3299728,40,Millenials,Femenino,Casado,Huehuetenango,Soloma,10000,Comerciante,Error,Error,Si,20170926,20221124
3995125,23,Generacion Z,Femenino,Soltero,Escuintla,Puerto San Jose,4901,Bachiller En Ciencias Y Letras,Escuintla,Puerto San Jose,Si,20190917,20221230
4284858,79,Generacion Silenciosa,Femenino,Soltero,Sacatepequez,Antigua Sacatepequez,10000,Medico,Error,Error,No,20060426,20221228
1673103,28,Millenials,Masculino,Soltero,Guatemala,Chinautla,10000,Bachiller En Ciencias Y Letras,Error,Error,Si,20130707,20221222
3904626,50,Generacion X,Masculino,Error,Guatemala,Guatemala,0,Error,Escuintla,Escuintla,Si,20000623,20221230
1055300,37,Millenials,Masculino,Soltero,Guatemala,Fraijanes,7051,Bachiller En Ciencias Y Letras,Suchitepequez,San Pablo Jocopilas,Si,20120425,20221227
4150506,21,Generacion Z,Masculino,Soltero,Escuintla,Santa Lucia Cotzumalguapa,3389,Educacion Basica Completa,Guatemala,Amatitlan,No,20210118,20220509
2475825,44,Generacion X,Femenino,Soltero,Sacatepequez,San Miguel Duenas,0,Error,Chimaltenango,Chimaltenango,Si,20000411,20221227
1506607,25,Generacion Z,Masculino,Soltero,Guatemala,Guatemala,300,Estudiante,Error,Error,Si,20161112,20221228
4364533,21,Generacion Z,Masculino,Soltero,Retalhuleu,San Felipe,1841,Perito  En Administracion De Empresas,Guatemala,Guatemala,No,20220426,20220505
1163575,27,Millenials,Masculino,Soltero,Escuintla,Santa Lucia Cotzumalguapa,3000,Sexto Primaria,Escuintla,La Gomera,No,20150425,20210830
3538376,42,Generacion X,Femenino,Casado,Chiquimula,Chiquimula,10000,Licenciatura En Administracion De Empresas,Error,Error,Si,20040907,20221213
4025205,52,Generacion X,Masculino,Soltero,Guatemala,Fraijanes,0,Comerciante,Guatemala,Fraijanes,Si,20200106,20221228
4453507,51,Generacion X,Masculino,Soltero,El Peten,Flores,3000,Sexto Primaria,El Peten,Flores,Si,20220928,20221225
1466691,31,Millenials,Masculino,Soltero,Guatemala,Guatemala,10000,Tercero Basico,Guatemala,Guatemala,Si,20161128,20221229
4395486,65,Baby Boomers,Masculino,Soltero,Escuintla,Puerto San Jose,4610,Bachiller En Computacion,Guatemala,Guatemala,No,20220615,20221229
4494749,29,Millenials,Masculino,Soltero,Quetzaltenango,Quetzaltenango,3000,Bachiller En Computacion,Error,Error,Si,20221212,20221220
941060,36,Millenials,Femenino,Soltero,Guatemala,Guatemala,4438,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20061220,20221230
3872547,24,Generacion Z,Masculino,Soltero,Guatemala,Palencia,0,Bachiller En Computacion,Guatemala,Guatemala,Si,20190117,20221230
4094897,23,Generacion Z,Masculino,Soltero,Guatemala,Chinautla,2422,Estudiante,Guatemala,Guatemala,No,20200703,20220501
2994100,48,Generacion X,Masculino,Soltero,Guatemala,Guatemala,3916,Bachiller En Ciencias Y Letras,Guatemala,San Jose Pinula,No,20030924,20221230
13302,66,Baby Boomers,Femenino,Soltero,Guatemala,Mixco,24765,Secretaria  Comercial,Guatemala,Guatemala,Si,20050519,20221230
4483922,31,Millenials,Masculino,Soltero,Sacatepequez,San Lucas Sacatepequez,50000,Ingeneria Mecanica,Guatemala,Guatemala,Si,20221122,20221230
4228308,21,Generacion Z,Femenino,Soltero,Guatemala,Chinautla,3000,Maestro De Educacion Pre-primaria,Error,Error,Si,20030116,20221230
2781366,39,Millenials,Femenino,Casado,El Peten,Dolores,0,Maestro De Educacion Primaria,El Peten,Dolores,No,20170718,20220531
4382610,29,Millenials,Masculino,Soltero,Guatemala,Guatemala,5890,Estudiante,Guatemala,Guatemala,Si,20220524,20221230
3896682,30,Millenials,Masculino,Error,Escuintla,Tiquisate,4998,Error,Escuintla,Tiquisate,No,20120308,20221223
4254972,32,Millenials,Masculino,Soltero,Solola,Solola,3987,Periodista,Solola,Solola,Si,20210911,20221227
4377250,20,Generacion Z,Femenino,Soltero,Guatemala,Guatemala,2819,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20220516,20221228
2815566,46,Generacion X,Femenino,Soltero,Guatemala,Guatemala,8998,Secretaria Bilingue,Guatemala,Guatemala,Si,20090525,20221230
4421075,32,Millenials,Masculino,Casado,Alta Verapaz,Tactic,4449,Agricultor,Error,Error,No,20220730,20221223
4385977,24,Generacion Z,Masculino,Soltero,Guatemala,San Miguel Petapa,3000,Estudiante,Guatemala,San Miguel Petapa,Si,20220529,20221225
3869384,32,Millenials,Masculino,Casado,Quetzaltenango,Quetzaltenango,0,Transportista,Quetzaltenango,Quetzaltenango,No,20190111,20220215
4402296,31,Millenials,Femenino,Soltero,El Peten,San Benito,0,Bachiller En Ciencias Y Letras,El Peten,Flores,Si,20180109,20221229
4300121,39,Millenials,Masculino,Soltero,Guatemala,Guatemala,9505,Licenciatura En Derecho,Guatemala,Guatemala,Si,20060111,20221230
1572725,32,Millenials,Masculino,Soltero,Retalhuleu,San Andres Villa Seca,3680,Bachiller En Ciencias Y Letras,Error,Error,No,20140811,20220514
3398237,25,Generacion Z,Masculino,Soltero,Guatemala,Guatemala,7486,Educacion Basica Completa,Guatemala,Guatemala,Si,20171114,20221227
4182723,25,Generacion Z,Femenino,Soltero,Solola,San Juan La Laguna,3965,Maestro De Educacion Pre-primaria,Solola,San Juan La Laguna,Si,20210322,20221213
2751228,35,Millenials,Masculino,Soltero,San Marcos,El Tumbador,4072,Agricultor,San Marcos,Tecun Uman,No,20170503,20221225
3106858,43,Generacion X,Femenino,Soltero,Guatemala,San Jose Pinula,3000,Perito  Contador,Error,Error,Si,20000313,20221222
1290605,30,Millenials,Femenino,Soltero,Guatemala,San Juan Sacatepequez,3377,Educacion Basica Completa,Error,Error,No,20150518,20221230
3361758,39,Millenials,Masculino,Casado,Zacapa,Zacapa,0,Agricultor,Guatemala,Guatemala,Si,20101019,20221230
4466535,42,Generacion X,Femenino,Soltero,Quetzaltenango,Quetzaltenango,3000,Maestro De Educacion Pre-primaria,Error,Error,Si,20221021,20221021
942236,47,Generacion X,Masculino,Casado,Guatemala,Villa Nueva,3656,Tercero Basico,Guatemala,Villa Nueva,No,19980709,20221228
4363394,23,Generacion Z,Masculino,Soltero,Alta Verapaz,Raxruha,3779,Agricultor,El Peten,Sayaxche,No,20220425,20221230
3546883,26,Generacion Z,Masculino,Soltero,Guatemala,Mixco,3664,Tercero Basico,Guatemala,Mixco,No,20180405,20221228
733161,32,Millenials,Masculino,Soltero,Guatemala,Villa Nueva,12645,Bachiller En Computacion,Guatemala,Guatemala,Si,20100518,20221228
3634952,24,Generacion Z,Masculino,Soltero,Guatemala,Guatemala,5227,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20180724,20221216
3918279,53,Generacion X,Femenino,Casado,Guatemala,Mixco,5907,Estudiante,Guatemala,Guatemala,Si,20001212,20221230
4386738,40,Millenials,Masculino,Soltero,Guatemala,San Miguel Petapa,200000,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20220530,20221228
1405110,55,Generacion X,Masculino,Soltero,Guatemala,Mixco,0,Educacion Basica Completa,Guatemala,Guatemala,Si,20160509,20221225
1765390,27,Millenials,Masculino,Soltero,Suchitepequez,Santa Barbara,2759,Sexto Primaria,Escuintla,Tiquisate,No,20130114,20221230
3891212,34,Millenials,Masculino,Soltero,Escuintla,Santa Lucia Cotzumalguapa,1851,Educacion Primaria Completa,Escuintla,Tiquisate,No,20190222,20221229
2615459,47,Generacion X,Femenino,Casado,Guatemala,Guatemala,0,Tercero Basico,Guatemala,Guatemala,Si,20090713,20221230
4335368,20,Generacion Z,Masculino,Soltero,Santa Rosa,Taxisco,3627,Bachiller En Ciencias Y Letras,Escuintla,Palin,Si,20220308,20221226
3899833,44,Generacion X,Masculino,Error,Guatemala,Mixco,7313,Error,Guatemala,Mixco,No,20140424,20221228
1897536,35,Millenials,Masculino,Soltero,San Marcos,Ocos,4590,Educacion Basica Completa,San Marcos,Ocos,No,20150220,20221223
4145310,49,Generacion X,Femenino,Soltero,Guatemala,San Pedro Ayampuc,3000,Ama De Casa,Error,Error,No,20101104,20221230
4197033,44,Generacion X,Masculino,Casado,Guatemala,Guatemala,7800,Perito  Contador,Guatemala,Guatemala,Si,20210427,20221230
3961039,45,Generacion X,Masculino,Casado,Guatemala,Mixco,0,Perito  En Mercadotecnia,Guatemala,San Pedro Ayampuc,Si,20100522,20221230
1769048,29,Millenials,Femenino,Soltero,Chimaltenango,Santa Apolonia,0,Secretaria  Ejecutiva Bilingue,Chimaltenango,Tecpan,Si,20140527,20221208
3519398,37,Millenials,Femenino,Soltero,Guatemala,Guatemala,0,Servicio Domestico,Error,Error,No,20180211,20221228
4375217,22,Generacion Z,Femenino,Soltero,Jalapa,Mataquescuintla,2438,Perito  Contador,Jalapa,Mataquescuintla,Si,20220512,20221230
4384342,37,Millenials,Femenino,Soltero,Guatemala,Mixco,5742,Estudiante,Guatemala,Guatemala,Si,20220527,20221229
4224677,38,Millenials,Masculino,Soltero,Guatemala,Mixco,3047,Tercero Basico,Guatemala,Guatemala,No,20210622,20220606
4163044,23,Generacion Z,Masculino,Soltero,Escuintla,Tiquisate,5403,Sexto Primaria,Escuintla,Tiquisate,No,20210211,20221230
1206576,31,Millenials,Masculino,Soltero,Quiche,Santa Cruz Del Quiche,5284,Estudiante,Quiche,Santa Cruz Del Quiche,No,20130108,20221230
1227163,33,Millenials,Masculino,Casado,Jutiapa,Santa Catarina Mita,8803,Agropecuario,Guatemala,Guatemala,Si,20150819,20221230
3957955,58,Generacion X,Masculino,Soltero,Guatemala,Guatemala,5320,Estudiante,Guatemala,Guatemala,Si,20190617,20221024
1757251,35,Millenials,Masculino,Casado,Guatemala,Guatemala,0,Bachiller En Ciencias Y Letras,Error,Error,Si,20080314,20221226
4136423,36,Millenials,Femenino,Soltero,Guatemala,Chinautla,3140,Secretaria Bilingue,Guatemala,San Pedro Sacatepequez,Si,20070711,20221230
3597948,53,Generacion X,Masculino,Casado,Guatemala,Villa Nueva,2536,Educacion Basica Completa,Guatemala,Villa Nueva,Si,20060118,20221230
3496328,25,Generacion Z,Masculino,Soltero,Suchitepequez,Rio Bravo,0,Sexto Primaria,Escuintla,Tiquisate,No,20180115,20210925
2698213,32,Millenials,Masculino,Casado,Guatemala,Fraijanes,3425,Licenciatura En Administracion De Empresas,Guatemala,Guatemala,Si,20120204,20221230
3695046,44,Generacion X,Masculino,Casado,Guatemala,Guatemala,0,Ingeneria Mecanica,Guatemala,Guatemala,Si,20180910,20221221
1520875,40,Millenials,Femenino,Soltero,Guatemala,Mixco,8808,Secretaria  Comercial,Guatemala,Guatemala,Si,20050804,20221230
4208162,28,Millenials,Masculino,Soltero,Guatemala,San Juan Sacatepequez,5846,Medico,Guatemala,Guatemala,Si,20210517,20221229
3900250,44,Generacion X,Masculino,Casado,Guatemala,San Pedro Ayampuc,21872,Bachiller  Industrial,Guatemala,Guatemala,Si,20000201,20221229
3129505,47,Generacion X,Masculino,Casado,Chimaltenango,Patzun,50000,Comerciante,Error,Error,Si,19980122,0
4478040,42,Generacion X,Femenino,Casado,Guatemala,Mixco,7525,Arquitecto,Guatemala,Guatemala,Si,20221111,20221230
4015421,27,Millenials,Masculino,Soltero,Guatemala,San Jose Pinula,0,Estudiante,Guatemala,Guatemala,Si,20191126,20220707
3789626,61,Baby Boomers,Masculino,Error,Error,Error,3563,Error,Guatemala,Guatemala,No,20120316,20221230
2741349,46,Generacion X,Femenino,Soltero,Guatemala,Mixco,3969,Tercero Basico,Guatemala,Mixco,No,19980119,20221226
4432818,26,Generacion Z,Femenino,Soltero,Guatemala,Amatitlan,3116,Secretaria Bilingue,Guatemala,Amatitlan,Si,20220818,20221230
3975711,27,Millenials,Masculino,Soltero,Baja Verapaz,Salama,0,Educacion Basica Completa,Error,Error,No,20190725,20210919
2886302,46,Generacion X,Femenino,Soltero,Guatemala,Guatemala,9040,Secretaria  Comercial,Guatemala,Guatemala,Si,20050519,20221228
4113388,22,Generacion Z,Masculino,Soltero,Sacatepequez,Sumpango,6365,Bachiller En Computacion,Escuintla,Escuintla,Si,20200922,20221230
4470101,19,Generacion Z,Femenino,Soltero,Guatemala,Guatemala,10000,Perito  Contador,Error,Error,Si,20221027,20221128
4177495,25,Generacion Z,Masculino,Soltero,Guatemala,Mixco,10000,Bachiller En Computacion,Guatemala,Guatemala,Si,20210312,20221229
696780,47,Generacion X,Masculino,Casado,Guatemala,Guatemala,3702,Agricultor,Guatemala,Guatemala,Si,20100420,20221228
1467525,22,Generacion Z,Masculino,Soltero,Guatemala,Mixco,5645,Estudiante,Guatemala,Guatemala,Si,20161212,20221229
1499497,38,Millenials,Femenino,Soltero,Guatemala,Villa Nueva,0,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,No,20130411,20210729
4008651,27,Millenials,Masculino,Soltero,Baja Verapaz,Rabinal,7728,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20191104,20221227
4284435,22,Generacion Z,Masculino,Soltero,Suchitepequez,San Antonio Suchitepequez,4592,Perito  Electrisista,Guatemala,Santa Catarina Pinula,Si,20211111,20221228
4264562,34,Millenials,Masculino,Soltero,Zacapa,Gualan,3000,Sexto Primaria,Error,Error,Si,20211008,20211213
3597047,46,Generacion X,Femenino,Soltero,Sacatepequez,San Lucas Sacatepequez,0,Secretaria  Y Oficinista,Sacatepequez,San Lucas Sacatepequez,Si,20020311,20221223
3515806,61,Baby Boomers,Masculino,Soltero,Guatemala,Guatemala,0,Educacion Primaria Completa,Guatemala,Guatemala,No,20040927,20221227
4133544,25,Generacion Z,Masculino,Soltero,Solola,Panajachel,3000,Bachiller En Ciencias Y Letras,Quetzaltenango,Salcaja,Si,20201130,20220906
4407877,35,Millenials,Masculino,Casado,Retalhuleu,Nuevo San Carlos,5463,Estudiante,Guatemala,Guatemala,Si,20220707,20221230
155922,41,Millenials,Femenino,Soltero,Zacapa,Zacapa,3027,Bachiller En Ciencias Y Letras,Quetzaltenango,Coatepeque,Si,20050913,20221221
1419284,49,Generacion X,Femenino,Soltero,Guatemala,Guatemala,5989,Perito  Contador,Guatemala,Guatemala,Si,19940812,20221230
4128144,17,Generacion Z,Femenino,Soltero,Jutiapa,Jutiapa,0,Estudiante,Error,Error,No,20201120,20220428
79616,51,Generacion X,Masculino,Soltero,Guatemala,Guatemala,0,Sexto Primaria,Guatemala,Guatemala,Si,19950929,20221230
2917483,30,Millenials,Masculino,Soltero,Guatemala,Villa Nueva,6199,Mecanico,Guatemala,Guatemala,Si,20130718,20221229
1477453,45,Generacion X,Masculino,Soltero,Guatemala,Santa Catarina Pinula,2908,Sexto Primaria,Guatemala,Fraijanes,No,20000330,20221230
4028530,22,Generacion Z,Masculino,Soltero,Guatemala,Villa Canales,2242,Tercero Basico,Guatemala,Villa Canales,Si,20200116,20221229
4027864,24,Generacion Z,Masculino,Union,Escuintla,La Gomera,3706,Tercero Basico,Escuintla,La Gomera,No,20200114,20221230
4065065,36,Millenials,Masculino,Casado,Santa Rosa,Cuilapa,0,Bachiller Electricista,Error,Error,No,20190116,20221230
4265165,61,Baby Boomers,Femenino,Soltero,Guatemala,San Miguel Petapa,10000,Comerciante,Error,Error,No,20170105,20221110
4368369,25,Generacion Z,Femenino,Soltero,Quetzaltenango,Quetzaltenango,3203,Secretaria  Y Oficinista,Guatemala,Guatemala,Si,20220503,20221216
4394355,38,Millenials,Femenino,Soltero,Santa Rosa,Casillas,10000,Servicio Domestico,Error,Error,No,20220613,20221225
3312297,22,Generacion Z,Masculino,Soltero,San Marcos,San Pedro Sacatepequez,0,Estudiante,Error,Error,Si,20171003,20220924
4342783,41,Millenials,Masculino,Casado,Guatemala,Guatemala,3680,Estudiante,Guatemala,Guatemala,No,20060705,20221220
1816894,39,Millenials,Masculino,Casado,Guatemala,Villa Nueva,10000,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20060907,20221130
4388615,50,Generacion X,Femenino,Soltero,Guatemala,Mixco,3000,Tercero Basico,Guatemala,Guatemala,Si,20081208,20221119
4299004,21,Generacion Z,Femenino,Soltero,Jutiapa,Jutiapa,204,Perito  En Administracion De Empresas,Jutiapa,Jutiapa,Si,20211216,20221230
4196552,25,Generacion Z,Masculino,Soltero,Guatemala,San Pedro Sacatepequez,4744,Bachiller En Ciencias Y Letras,Guatemala,Mixco,Si,20210426,20221128
1316050,26,Generacion Z,Masculino,Soltero,Quetzaltenango,Coatepeque,0,Agricultor,Quetzaltenango,Coatepeque,No,20160302,20211108
1403258,26,Generacion Z,Masculino,Soltero,Guatemala,Guatemala,5441,Perito  Contador,Guatemala,Guatemala,No,20160126,20221230
2942174,35,Millenials,Masculino,Error,Error,Error,2822,Error,Quetzaltenango,Coatepeque,No,20120327,20221229
3402104,27,Millenials,Masculino,Error,Suchitepequez,San Antonio Suchitepequez,2620,Error,Error,Error,No,20120829,20221028
4325797,22,Generacion Z,Masculino,Soltero,Guatemala,San Juan Sacatepequez,3090,Comerciante,Error,Error,No,20220216,20221228
1420740,26,Generacion Z,Masculino,Soltero,Guatemala,Mixco,10000,Bachiller  Industrial,Guatemala,Guatemala,Si,20160511,20221229
3536462,41,Millenials,Masculino,Soltero,Guatemala,Guatemala,7385,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,No,20040304,20221230
4339720,23,Generacion Z,Femenino,Soltero,Escuintla,Escuintla,3005,Estudiante,Escuintla,Escuintla,No,20220317,20221229
4210028,21,Generacion Z,Masculino,Soltero,Retalhuleu,San Martin Zapotitlan,1801,Perito  En Administracion De Empresas,Escuintla,Palin,Si,20210521,20220527
3553563,30,Millenials,Masculino,Casado,Guatemala,San Juan Sacatepequez,7734,Dependiente De Mostrador,Guatemala,Mixco,Si,20180421,20221230
2079104,40,Millenials,Masculino,Soltero,Guatemala,Mixco,0,Ingeneria Industrial,Guatemala,Guatemala,Si,19980113,20221221
4234423,23,Generacion Z,Masculino,Soltero,Guatemala,Villa Canales,2755,Estudiante,Guatemala,Guatemala,Si,20210716,20221230
3187640,46,Generacion X,Masculino,Casado,Guatemala,Guatemala,10000,Educacion Basica Completa,Guatemala,Guatemala,No,20120413,20220505
4124436,35,Millenials,Femenino,Casado,Guatemala,San Miguel Petapa,0,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20201105,20220727
1489802,45,Generacion X,Masculino,Soltero,Guatemala,Guatemala,0,Error,Error,Error,Si,20060428,20221230
3079107,61,Baby Boomers,Masculino,Soltero,Guatemala,Guatemala,3245,Educacion Basica Completa,Guatemala,Guatemala,No,20081204,20221107
588132,53,Generacion X,Masculino,Casado,Guatemala,Mixco,0,Educacion Primaria Completa,Error,Error,No,20090922,20221230
1235333,47,Generacion X,Masculino,Casado,Sacatepequez,San Lucas Sacatepequez,50000,Supervisor,Guatemala,Guatemala,Si,20140329,20221230
271517,43,Generacion X,Masculino,Soltero,Guatemala,Guatemala,5726,Perito  Contador,Guatemala,Guatemala,No,20030224,20221221
2743127,35,Millenials,Masculino,Casado,Quetzaltenango,San Carlos Sija,50000,Perito  En Administracion De Empresas,Quetzaltenango,San Carlos Sija,Si,20100604,20221225
4483198,28,Millenials,Femenino,Casado,El Progreso,Sanarate,3000,Ama De Casa,Error,Error,Si,20221121,20221230
4443739,31,Millenials,Masculino,Soltero,Suchitepequez,Mazatenango,3706,Agricultor,Escuintla,Tiquisate,No,20220907,20221230
4312515,24,Generacion Z,Masculino,Soltero,Guatemala,Villa Canales,2053,Estudiante,Guatemala,Villa Canales,No,20220121,20221002
4392146,28,Millenials,Masculino,Soltero,Guatemala,Guatemala,700,Educacion Basica Completa,Guatemala,Guatemala,No,20220609,20220727
4278041,27,Millenials,Masculino,Soltero,San Marcos,San Pedro Sacatepequez,6274,Bachiller En Ciencias Y Letras,San Marcos,San Marcos,Si,20211027,20221230
4199514,20,Generacion Z,Femenino,Soltero,Guatemala,Guatemala,3000,Estudiante,Error,Error,Si,20210502,20221229
3302057,43,Generacion X,Masculino,Soltero,Guatemala,Villa Nueva,9845,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20170920,20221230
3921810,34,Millenials,Masculino,Casado,Quetzaltenango,Olintepeque,5315,Sexto Primaria,Guatemala,Guatemala,No,20190404,20221220
1026313,32,Millenials,Masculino,Soltero,Alta Verapaz,San Pedro Carcha,3678,Bachiller En Ciencias Y Letras,El Peten,Sayaxche,Si,20120317,20221228
4166984,35,Millenials,Femenino,Casado,Huehuetenango,Huehuetenango,0,Maestro De Educacion Primaria,Huehuetenango,Huehuetenango,Si,20210218,20220620
4205419,33,Millenials,Masculino,Soltero,Guatemala,Chinautla,17712,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20091218,20221230
4021073,32,Millenials,Femenino,Soltero,Guatemala,Guatemala,1698,Sexto Primaria,Guatemala,Guatemala,Si,20191216,20221229
4437506,38,Millenials,Femenino,Soltero,Guatemala,Chinautla,3000,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,No,20170615,20190810
1366954,27,Millenials,Masculino,Soltero,El Peten,Flores,9474,Ninguna,El Peten,Flores,Si,20160104,20221230
3969198,22,Generacion Z,Masculino,Soltero,Guatemala,Chinautla,100000,Comerciante,Error,Error,Si,20190711,20221230
1389395,44,Generacion X,Femenino,Casado,Guatemala,Guatemala,0,Educacion Basica Completa,Error,Error,Si,20160118,20221230
491841,41,Millenials,Masculino,Soltero,Guatemala,Villa Nueva,6048,Tercero Basico,Guatemala,Villa Nueva,No,20020209,20221230
1784369,31,Millenials,Masculino,Soltero,Sacatepequez,Ciudad Vieja,3561,Perito  Contador,Sacatepequez,Antigua Sacatepequez,No,20130703,20221230
4477143,50,Generacion X,Masculino,Soltero,Guatemala,Mixco,10000,Bachiller  Industrial,Guatemala,Mixco,Si,20221110,20221230
3097521,37,Millenials,Masculino,Soltero,Santa Rosa,Barberena,2995,Perito  Contador,Guatemala,Guatemala,Si,20090722,20220401
2631546,43,Generacion X,Masculino,Casado,San Marcos,El Tumbador,3297,Estudiante,Guatemala,Guatemala,No,20170406,20221227
