ID CLIENTE,EDAD,GENERACION,GENERO,ESTADO CIVIL,DEPARTAMENTO VIVIENDA,MUNICIPIO VIVIENDA,INGRESOS MENSUALES,PROFESION,DEPARTAMENTO LABORAL,MUNICIPIO LABORAL,TIENE BANCA ELECTRONICA,PRIMERA APERTURA,ULTIMA TRANSACCION CLIENTE
4004458,25,Generacion Z,Femenino,Soltero,Guatemala,Mixco,0,Perito  Contador,Guatemala,Mixco,Si,20191018,20221115
4212433,20,Generacion Z,Masculino,Soltero,Guatemala,San Juan Sacatepequez,4838,Agricultor,Guatemala,San Juan Sacatepequez,No,20210526,20221230
3889846,23,Generacion Z,Masculino,Soltero,Izabal,Morales,3573,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20190219,20221219
3597188,41,Millenials,Masculino,Soltero,Escuintla,Escuintla,4974,Educacion Basica Completa,Guatemala,Guatemala,No,20180606,20221229
1292516,37,Millenials,Femenino,Soltero,Guatemala,Guatemala,3000,Secretaria Bilingue,Error,Error,Si,20001207,20220302
1244050,26,Generacion Z,Masculino,Soltero,Guatemala,San Miguel Petapa,5871,Ingeneria Industrial,Guatemala,Guatemala,Si,20090115,20221230
4390179,49,Generacion X,Masculino,Soltero,Guatemala,San Miguel Petapa,5438,Sexto Primaria,Guatemala,Guatemala,No,20020826,20221030
4425487,28,Millenials,Masculino,Soltero,Chimaltenango,Patzun,3000,Comerciante,Error,Error,Si,20220806,20221228
2602665,55,Generacion X,Masculino,Soltero,Guatemala,San Miguel Petapa,10000,Bachiller En Ciencias Y Letras,Error,Error,Si,20080802,20221230
1691192,28,Millenials,Masculino,Soltero,Guatemala,Villa Canales,0,Educacion Basica Completa,Guatemala,Villa Canales,No,20150105,20221020
4342353,31,Millenials,Masculino,Casado,Sacatepequez,Antigua Sacatepequez,10000,Carpintero,Error,Error,No,20220324,20220426
661361,44,Generacion X,Masculino,Casado,Guatemala,Amatitlan,100000,Arquitecto,Error,Error,Si,20040224,20221230
3809622,38,Millenials,Femenino,Casado,Suchitepequez,Santo Tomas La Union,7101,Maestro De Educacion Pre-primaria,Quetzaltenango,Quetzaltenango,No,20181020,20221230
1702549,29,Millenials,Femenino,Soltero,El Peten,Sayaxche,10000,Tercero Basico,Error,Error,Si,20130401,20221112
3505467,35,Millenials,Masculino,Casado,Guatemala,Guatemala,2737,Perito  Contador,Chiquimula,Quezaltepeque,Si,20140312,20221229
1221872,44,Generacion X,Masculino,Soltero,Guatemala,Villa Nueva,4425,Sexto Primaria,Guatemala,Guatemala,Si,20140914,20220929
4473726,30,Millenials,Masculino,Casado,Guatemala,Amatitlan,4661,Bachiller En Computacion,Guatemala,Guatemala,Si,20221104,20221217
1309675,42,Generacion X,Masculino,Casado,Guatemala,Guatemala,0,Perito  Contador,Guatemala,Guatemala,Si,20110107,20221230
1220916,24,Generacion Z,Femenino,Soltero,Guatemala,Guatemala,4255,Perito  Contador,Guatemala,Guatemala,Si,20151120,20221230
4296808,24,Generacion Z,Masculino,Soltero,Guatemala,Villa Nueva,10000,Bachiller En Ciencias Y Letras,Guatemala,Villa Nueva,No,20211211,20221104
1406146,36,Millenials,Femenino,Soltero,Guatemala,San Juan Sacatepequez,0,Educacion Basica Completa,Guatemala,Guatemala,Si,20091030,20210420
1727764,67,Baby Boomers,Masculino,Casado,Guatemala,Guatemala,3961,Error,Guatemala,Guatemala,No,20131121,20220731
2801313,32,Millenials,Femenino,Casado,Guatemala,Mixco,2029,Educacion Basica Completa,Guatemala,Guatemala,Si,20100331,20221230
3985869,35,Millenials,Masculino,Soltero,Zacapa,Rio Hondo,4045,Perito  Contador,Zacapa,Teculutan,Si,20190819,20221227
3615396,37,Millenials,Femenino,Casado,Guatemala,San Miguel Petapa,0,Sexto Primaria,Error,Error,Si,20180714,20220309
3642894,62,Baby Boomers,Masculino,Error,Escuintla,Escuintla,8599,Actualizar Informacion,Guatemala,Mixco,No,20010717,20220919
4277006,21,Generacion Z,Femenino,Soltero,Guatemala,Guatemala,2577,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20211025,20221225
3513437,38,Millenials,Error,Error,Guatemala,Guatemala,1177,Error,Guatemala,Guatemala,Si,20140422,20221230
3983032,40,Millenials,Masculino,Casado,Guatemala,Guatemala,3016,Sexto Primaria,Guatemala,Guatemala,No,20190808,20221229
4420392,35,Millenials,Masculino,Soltero,Guatemala,Guatemala,3562,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20220729,20221230
1653519,28,Millenials,Masculino,Soltero,Guatemala,Villa Nueva,3000,Tercero Basico,Guatemala,Guatemala,Si,20170218,20221230
3688393,35,Millenials,Masculino,Soltero,Guatemala,Guatemala,6727,Bachiller  Industrial,Guatemala,Guatemala,Si,20180822,20221228
4289207,24,Generacion Z,Femenino,Soltero,Guatemala,Mixco,2027,Estudiante,Guatemala,Guatemala,Si,20211122,20221229
345691,52,Generacion X,Masculino,Soltero,Guatemala,Guatemala,0,Ninguna,Error,Error,Si,20061117,20221210
3990866,27,Millenials,Masculino,Soltero,Baja Verapaz,Rabinal,4264,Perito  En Administracion De Empresas,Guatemala,Guatemala,Si,20190831,20221230
1557297,39,Millenials,Masculino,Soltero,Guatemala,Mixco,10000,Educacion Basica Completa,Error,Error,Si,20161122,20221229
4333101,21,Generacion Z,Masculino,Soltero,Guatemala,Guatemala,10000,Perito  Contador,Error,Error,Si,20220304,20220504
4302837,41,Millenials,Masculino,Soltero,Escuintla,Palin,9374,Tercero Basico,Guatemala,Mixco,Si,20211227,20221230
2965271,36,Millenials,Femenino,Error,Guatemala,Guatemala,6650,Error,Guatemala,Guatemala,No,20130219,20221228
4307770,21,Generacion Z,Masculino,Soltero,Escuintla,Palin,4418,Estudiante,Escuintla,Palin,Si,20220112,20221228
1291429,66,Baby Boomers,Masculino,Casado,Guatemala,Guatemala,29058,Comerciante,Guatemala,Guatemala,Si,20070716,20221230
3995673,39,Millenials,Masculino,Soltero,Sacatepequez,Antigua Sacatepequez,50000,Educacion Basica Completa,Chimaltenango,San Andres Itzapa,Si,20051027,20221226
4089716,25,Generacion Z,Masculino,Soltero,Chiquimula,San Jose La Arada,0,Tercero Basico,Guatemala,Guatemala,No,20200615,20220420
4442486,31,Millenials,Masculino,Soltero,Quetzaltenango,Quetzaltenango,5668,Estudiante,Guatemala,Guatemala,Si,20220905,20221229
4306890,27,Millenials,Masculino,Soltero,Guatemala,Fraijanes,5955,Perito  En Administracion De Empresas,Guatemala,Guatemala,Si,20220110,20221230
4353252,34,Millenials,Masculino,Soltero,Solola,Santiago Atitlan,7576,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20140425,20221229
3350645,30,Millenials,Masculino,Soltero,Guatemala,Villa Nueva,0,Estudiante,Guatemala,Guatemala,Si,20110517,20221129
3070870,48,Generacion X,Masculino,Casado,Guatemala,Guatemala,5076,Bachiller En Computacion,Guatemala,Guatemala,Si,20041006,20221228
4149836,23,Generacion Z,Masculino,Soltero,Guatemala,Guatemala,0,Educacion Basica Completa,Guatemala,Guatemala,Si,20210115,20221224
3936984,28,Millenials,Masculino,Soltero,Quetzaltenango,Quetzaltenango,4038,Perito  En Administracion De Empresas,Quetzaltenango,Quetzaltenango,Si,20190528,20220905
4308099,30,Millenials,Femenino,Soltero,Guatemala,San Jose Pinula,3000,Maestro De Educacion Primaria,Error,Error,Si,20220113,20221230
3085382,43,Generacion X,Masculino,Soltero,Alta Verapaz,Coban,5552,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,19990408,20221230
4467141,41,Millenials,Masculino,Soltero,Sacatepequez,San Antonio Aguas Calientes,9258,Licenciatura En Administracion De Empresas,Guatemala,Santa Catarina Pinula,Si,20201113,20221229
3921760,31,Millenials,Masculino,Soltero,Guatemala,Santa Catarina Pinula,0,Constructor,Guatemala,Guatemala,No,20190404,20210908
1387365,29,Millenials,Masculino,Casado,Izabal,Livingston,9885,Perito  Contador,Izabal,Puerto Barrios,Si,20160114,20221229
1146392,54,Generacion X,Masculino,Soltero,Guatemala,Fraijanes,0,Educacion Basica Completa,Guatemala,Guatemala,No,20121106,20220517
3907742,41,Millenials,Masculino,Soltero,Alta Verapaz,Coban,12742,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20190305,20221230
4394640,24,Generacion Z,Masculino,Soltero,Chiquimula,Ipala,8174,Perito  Contador,El Progreso,Sanarate,Si,20220613,20221227
2530488,47,Generacion X,Femenino,Soltero,Guatemala,Villa Nueva,0,Perito  Contador,Guatemala,Guatemala,No,20030407,20220713
3065727,29,Millenials,Femenino,Error,Escuintla,Santa Lucia Cotzumalguapa,5438,Error,Escuintla,Escuintla,Si,20130516,20221226
4480808,33,Millenials,Femenino,Soltero,Guatemala,Guatemala,2398,Perito  En Administracion De Empresas,Guatemala,Guatemala,No,20221116,20221230
4019543,29,Millenials,Femenino,Casado,Guatemala,Mixco,855,Bachiller En Ciencias Y Letras,Guatemala,Mixco,Si,20191210,20220716
915955,49,Generacion X,Femenino,Soltero,Quetzaltenango,Coatepeque,11525,Servicio Domestico,Error,Error,Si,20120207,20221230
3320556,68,Baby Boomers,Femenino,Casado,Guatemala,Mixco,3000,Medico,Guatemala,Mixco,Si,20171007,20221226
4331850,22,Generacion Z,Femenino,Soltero,Guatemala,Villa Nueva,8356,Estudiante,Guatemala,Villa Nueva,Si,20220302,20221230
3907218,38,Millenials,Masculino,Casado,Guatemala,Fraijanes,50000,Ninguna,Guatemala,Fraijanes,Si,20000609,20221230
3870331,31,Millenials,Error,Error,Guatemala,San Miguel Petapa,5244,Error,Guatemala,Guatemala,Si,20130227,20221230
4382004,20,Generacion Z,Femenino,Soltero,San Marcos,El Tumbador,3269,Perito  En Administracion De Empresas,Suchitepequez,Mazatenango,Si,20220523,20221230
1220200,46,Generacion X,Masculino,Soltero,Alta Verapaz,Coban,4722,Educacion Basica Completa,Alta Verapaz,Santa Cruz Verapaz,Si,20151119,20221230
4248287,23,Generacion Z,Masculino,Soltero,Guatemala,Palencia,3571,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20210823,20220805
4261925,20,Generacion Z,Masculino,Soltero,Chimaltenango,San Andres Itzapa,5391,Bachiller En Computacion,Guatemala,Guatemala,Si,20210930,20221227
4300497,35,Millenials,Masculino,Soltero,Guatemala,Guatemala,761,Bachiller En Computacion,Guatemala,Mixco,Si,20211220,20220117
2653213,30,Millenials,Femenino,Soltero,Guatemala,Santa Catarina Pinula,0,Bachiller En Computacion,Guatemala,Guatemala,Si,20170525,20221226
4208068,20,Generacion Z,Masculino,Soltero,Chimaltenango,San Pedro Yepocapa,3561,Estudiante,Error,Error,Si,20210517,20221229
4334843,23,Generacion Z,Femenino,Soltero,Guatemala,Guatemala,3000,Secretaria  Comercial,Error,Error,Si,20220307,20221229
1298283,56,Generacion X,Masculino,Soltero,Guatemala,Villa Nueva,0,Estudiante,Guatemala,Guatemala,No,20150721,20221123
4228313,28,Millenials,Femenino,Soltero,El Peten,San Benito,2890,Maestro De Educacion Pre-primaria,Guatemala,Guatemala,Si,20210701,20221230
1583476,25,Generacion Z,Femenino,Soltero,Guatemala,Guatemala,6442,Secretaria Bilingue,Error,Error,Si,20170109,20221230
1554251,26,Generacion Z,Masculino,Soltero,Chimaltenango,Chimaltenango,3145,Mecanico,Guatemala,San Juan Sacatepequez,Si,20160827,20221002
2079106,93,Generacion Silenciosa,Femenino,Soltero,Guatemala,Guatemala,10000,Bachiller En Ciencias Y Letras,Error,Error,No,19970613,20221224
4355282,23,Generacion Z,Masculino,Soltero,Baja Verapaz,Salama,3063,Bachiller En Ciencias Y Letras,Baja Verapaz,Salama,Si,20220412,20221230
3360462,36,Millenials,Masculino,Error,El Progreso,Guastatoya,4753,Error,El Progreso,Guastatoya,Si,20080114,20221230
1275372,29,Millenials,Femenino,Soltero,Guatemala,San Miguel Petapa,0,Bachiller En Computacion,Guatemala,Guatemala,Si,20150706,20221222
4470105,54,Generacion X,Femenino,Casado,Guatemala,Guatemala,3000,Educacion Primaria Completa,Error,Error,Si,20221027,20221213
1544136,40,Millenials,Masculino,Soltero,Guatemala,Villa Nueva,4556,Educacion Basica Completa,Guatemala,Villa Nueva,No,20070625,20221230
3497234,31,Millenials,Masculino,Soltero,Guatemala,San Miguel Petapa,6753,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20180116,20221228
4245493,23,Generacion Z,Masculino,Soltero,El Peten,San Benito,5562,Bachiller En Ciencias Y Letras,El Peten,Flores,Si,20210816,20221229
3349056,26,Generacion Z,Femenino,Soltero,Quetzaltenango,Olintepeque,0,Secretaria Bilingue,Quetzaltenango,Quetzaltenango,Si,20170824,20211217
4423561,53,Generacion X,Femenino,Soltero,San Marcos,Ocos,3000,Sexto Primaria,Error,Error,No,20220803,20220909
4248694,27,Millenials,Masculino,Soltero,Guatemala,San Jose Pinula,3890,Bachiller En Computacion,Guatemala,Guatemala,Si,20210824,20221229
140704,80,Generacion Silenciosa,Masculino,Soltero,Guatemala,Guatemala,4003,Bachiller En Ciencias Y Letras,Error,Error,No,19930105,20221216
4435113,21,Generacion Z,Femenino,Soltero,Guatemala,Mixco,2931,Tercero Basico,Guatemala,Guatemala,Si,20220822,20221227
4310126,26,Generacion Z,Femenino,Soltero,Guatemala,Guatemala,3000,Licenciatura En Psicologia Escolar,Guatemala,Guatemala,Si,20220117,20221126
4155309,21,Generacion Z,Masculino,Soltero,Quetzaltenango,Quetzaltenango,0,Estudiante,Error,Error,Si,20210125,20221222
1367382,73,Baby Boomers,Femenino,Casado,El Progreso,Sanarate,0,Comerciante,El Progreso,Sanarate,Si,19971007,20221229
4487887,22,Generacion Z,Femenino,Soltero,Guatemala,Mixco,4170,Estudiante,Guatemala,Guatemala,Si,20221129,20221230
3970429,24,Generacion Z,Masculino,Soltero,Alta Verapaz,Raxruha,3000,Perito  Contador,Error,Error,Si,20190716,20221214
4061567,27,Millenials,Femenino,Soltero,Guatemala,Guatemala,0,Educacion Basica Completa,Guatemala,Guatemala,Si,20161109,20221116
4193183,23,Generacion Z,Masculino,Union,Escuintla,La Gomera,3942,Sexto Primaria,Escuintla,La Gomera,No,20210417,20221230
4233496,26,Generacion Z,Femenino,Soltero,Guatemala,San Pedro Ayampuc,3917,Perito  Contador,Guatemala,Guatemala,Si,20210714,20221230
1799298,42,Generacion X,Masculino,Soltero,Guatemala,Guatemala,3303,Educacion Basica Completa,Guatemala,Guatemala,No,20140226,20221230
4324528,22,Generacion Z,Masculino,Soltero,Guatemala,San Juan Sacatepequez,6174,Estudiante,Guatemala,Guatemala,Si,20220214,20221229
4372452,27,Millenials,Femenino,Soltero,Izabal,Puerto Barrios,10000,Ama De Casa,Error,Error,Si,20220609,20221230
4277808,22,Generacion Z,Masculino,Soltero,Guatemala,Mixco,3364,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20211027,20221230
4408520,22,Generacion Z,Masculino,Soltero,Guatemala,Guatemala,2190,Tercero Basico,Guatemala,Guatemala,No,20220708,20221102
4165953,48,Generacion X,Femenino,Soltero,Quetzaltenango,Quetzaltenango,8512,Licenciatura En Psicologia Clinica,Guatemala,Guatemala,Si,20010507,20221230
1235430,61,Baby Boomers,Masculino,Casado,Guatemala,Guatemala,0,Licenciatura En Auditoria,Guatemala,Guatemala,Si,20001028,20221222
1789709,28,Millenials,Masculino,Soltero,Escuintla,Escuintla,0,Educacion Basica Completa,Guatemala,Guatemala,No,20141003,20211228
4205444,31,Millenials,Masculino,Soltero,Quetzaltenango,Coatepeque,5224,Bachiller  Industrial,San Marcos,Pajapita,Si,20210514,20221227
904280,47,Generacion X,Masculino,Soltero,Guatemala,Guatemala,13444,Tecnico En Sistemas,Guatemala,Guatemala,Si,20050223,20221230
888405,36,Millenials,Femenino,Casado,Jalapa,Jalapa,3000,Sexto Primaria,Error,Error,Si,20110622,20221227
4240150,24,Generacion Z,Masculino,Soltero,Guatemala,Villa Nueva,4954,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20210731,20221229
4420456,28,Millenials,Femenino,Soltero,Guatemala,Mixco,10000,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,No,20220729,0
1072252,36,Millenials,Femenino,Casado,Guatemala,Guatemala,0,Licenciatura En Psicologia Clinica,Guatemala,Guatemala,Si,20070720,20221229
4398030,28,Millenials,Masculino,Soltero,Alta Verapaz,Chisec,1597,Agricultor,El Peten,Sayaxche,Si,20220620,20221212
3741649,37,Millenials,Femenino,Soltero,Guatemala,Guatemala,0,Error,Guatemala,Guatemala,Si,20051110,20221224
2649700,42,Generacion X,Masculino,Soltero,Guatemala,Guatemala,5098,Tecnico En Sistemas,Guatemala,Guatemala,Si,20040721,20221228
4068360,30,Millenials,Masculino,Soltero,Guatemala,Guatemala,0,Bachiller  Industrial,Error,Error,Si,20200303,20221229
3814088,73,Baby Boomers,Masculino,Soltero,Guatemala,Santa Catarina Pinula,0,Educacion Basica Completa,Error,Error,Si,20181031,20221226
1278627,79,Generacion Silenciosa,Masculino,Soltero,Sacatepequez,Ciudad Vieja,0,Mecanico,Error,Error,No,20140521,20221230
1536422,48,Generacion X,Femenino,Soltero,Guatemala,Guatemala,4938,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20161006,20221229
1619577,34,Millenials,Femenino,Soltero,Chimaltenango,Chimaltenango,3000,Secretaria  Comercial,Chimaltenango,Chimaltenango,Si,20170130,20221228
1379971,41,Millenials,Masculino,Casado,Guatemala,Guatemala,4498,Sexto Primaria,Guatemala,Mixco,Si,20061129,20221230
4427559,38,Millenials,Femenino,Casado,Guatemala,Villa Nueva,3008,Bachiller En Computacion,Guatemala,Guatemala,Si,20220809,20221230
1024093,44,Generacion X,Femenino,Soltero,Guatemala,Guatemala,2687,Maestro De Educacion Pre-primaria,Guatemala,Guatemala,Si,20090118,20221230
4394300,51,Generacion X,Masculino,Casado,Guatemala,Villa Canales,3027,Tercero Basico,Guatemala,Guatemala,Si,20220613,20221228
4394643,23,Generacion Z,Masculino,Soltero,Guatemala,Guatemala,2770,Estudiante,Guatemala,Guatemala,No,20220613,20221230
4423006,30,Millenials,Femenino,Soltero,Escuintla,La Gomera,3000,Tercero Basico,Escuintla,La Gomera,No,20220802,20221230
2782337,28,Millenials,Masculino,Soltero,Suchitepequez,San Antonio Suchitepequez,3244,Sexto Primaria,Guatemala,Guatemala,No,20130719,20221228
3924120,27,Millenials,Femenino,Soltero,Sacatepequez,Sumpango,9735,Bachiller En Ciencias Y Letras,Quetzaltenango,Quetzaltenango,Si,20000403,20221230
1274747,57,Generacion X,Femenino,Soltero,Sacatepequez,Antigua Sacatepequez,0,Maestro De Educacion Pre-primaria,Error,Error,No,20020709,20221230
4386954,50,Generacion X,Masculino,Casado,Guatemala,Mixco,2320,Educacion Primaria Completa,Guatemala,Mixco,No,20180208,20221230
3586479,55,Generacion X,Femenino,Casado,Guatemala,Santa Catarina Pinula,0,Secretaria Bilingue,Error,Error,Si,20110110,20221230
4034069,32,Millenials,Femenino,Soltero,Guatemala,Guatemala,12440,Licenciatura En Mercadeo,Guatemala,Guatemala,Si,20200201,20221230
743061,57,Generacion X,Femenino,Casado,Huehuetenango,Huehuetenango,0,Ingenieria Civil,Error,Error,Si,20100216,20221230
1689865,33,Millenials,Femenino,Soltero,Guatemala,San Pedro Sacatepequez,3862,Secretaria  Comercial,Guatemala,Guatemala,Si,20140510,20221230
4397801,30,Millenials,Femenino,Soltero,Guatemala,Villa Canales,4126,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20220619,20221230
2764644,28,Millenials,Masculino,Soltero,Guatemala,Guatemala,5012,Educacion Basica Completa,Guatemala,Guatemala,Si,20170702,20221230
4130812,2024,No Aplica,Femenino,Error,Guatemala,Mixco,0,Error,Guatemala,Guatemala,Si,19990621,20221230
3380958,38,Millenials,Masculino,Soltero,Guatemala,Guatemala,0,Educacion Basica Completa,Guatemala,Guatemala,No,20010718,20211022
4405380,28,Millenials,Femenino,Soltero,Escuintla,La Gomera,10000,Licenciatura En Administracion De Empresas,Error,Error,No,20221202,20221202
1143210,30,Millenials,Femenino,Casado,Guatemala,Guatemala,2763,Educacion Basica Completa,Guatemala,Guatemala,Si,20150223,20221219
3950430,33,Millenials,Masculino,Soltero,Chimaltenango,San Andres Itzapa,7223,Bachiller En Computacion,Guatemala,Guatemala,Si,20110115,20221230
4183761,27,Millenials,Masculino,Soltero,Quetzaltenango,Quetzaltenango,5166,Maestro De Educacion Pre-primaria,Guatemala,Guatemala,Si,20210324,20221230
2742511,29,Millenials,Femenino,Casado,Zacapa,Teculutan,50000,Bachiller En Ciencias Y Letras,Error,Error,Si,20170421,20221226
4080597,37,Millenials,Femenino,Casado,Guatemala,Guatemala,3693,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20090519,20221230
4361538,21,Generacion Z,Masculino,Soltero,Jalapa,San Carlos Alzatate,4078,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20220422,20221227
4303627,56,Generacion X,Masculino,Soltero,Guatemala,Mixco,4139,Perito  Contador,Guatemala,Guatemala,Si,20211230,20221229
4240863,21,Generacion Z,Masculino,Soltero,Escuintla,Siquinala,3692,Sexto Primaria,Guatemala,Guatemala,No,20210803,20220608
1041852,49,Generacion X,Femenino,Soltero,Guatemala,Mixco,92591,Ingeneria Mecanica,Guatemala,Guatemala,Si,19960829,20221228
4166067,34,Millenials,Masculino,Soltero,Guatemala,Villa Nueva,3775,Perito  Contador,Guatemala,Guatemala,Si,20210216,20221230
1218978,48,Generacion X,Masculino,Casado,Guatemala,Villa Nueva,3490,Educacion Basica Completa,Guatemala,Guatemala,No,20150526,20221230
1255120,34,Millenials,Masculino,Casado,Guatemala,Mixco,13382,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20150622,20221230
4278612,39,Millenials,Masculino,Soltero,Guatemala,Guatemala,2502,Perito  Contador,Guatemala,Guatemala,Si,20040909,20221212
1809430,42,Generacion X,Femenino,Soltero,Guatemala,Guatemala,2774,Bachiller En Computacion,Guatemala,Guatemala,No,20140226,20221224
4424571,38,Millenials,Masculino,Soltero,Guatemala,Villa Canales,4248,Bachiller En Computacion,Guatemala,San Miguel Petapa,No,20220804,20221229
3959009,28,Millenials,Masculino,Soltero,El Peten,Santa Ana,5642,Maestro De Educacion Primaria,Guatemala,Guatemala,Si,20190620,20221230
4289089,27,Millenials,Femenino,Soltero,Guatemala,Guatemala,6282,Estudiante,Guatemala,Guatemala,Si,20211122,20221230
4492948,32,Millenials,Femenino,Soltero,Sacatepequez,Santiago Sacatepequez,2686,Secretaria  Y Oficinista,Sacatepequez,Santa Lucia Milpas Altas,Si,20221208,20221228
4416299,19,Generacion Z,Masculino,Soltero,Guatemala,Villa Nueva,3000,Estudiante,Error,Error,Si,20220721,20221230
3613887,24,Generacion Z,Masculino,Soltero,Solola,Santiago Atitlan,0,Comerciante,Error,Error,Si,20180710,20221226
4217780,39,Millenials,Masculino,Casado,Guatemala,Guatemala,4067,Tercero Basico,Guatemala,Santa Catarina Pinula,Si,20050819,20221228
3299872,31,Millenials,Masculino,Soltero,Guatemala,Mixco,2482,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,Si,20170927,20220117
3597974,26,Generacion Z,Masculino,Soltero,Guatemala,Guatemala,4030,Bachiller En Computacion,Guatemala,Guatemala,No,20180607,20221230
4011162,58,Generacion X,Masculino,Soltero,Guatemala,Guatemala,10000,Licenciatura En Administracion De Empresas,Error,Error,Si,20090823,20221230
4460963,26,Generacion Z,Masculino,Soltero,Guatemala,Guatemala,2255,Educacion Basica Completa,Guatemala,Guatemala,No,20221011,20221226
1653231,34,Millenials,Masculino,Soltero,Guatemala,Guatemala,4410,Educacion Basica Completa,Guatemala,Guatemala,Si,20141117,20221230
1906927,50,Generacion X,Masculino,Casado,Guatemala,Villa Nueva,6089,Tercero Basico,Guatemala,Villa Nueva,No,20090502,20221229
4460341,51,Generacion X,Femenino,Soltero,Guatemala,Chinautla,3000,Ama De Casa,Error,Error,No,20221010,20221215
164746,55,Generacion X,Masculino,Soltero,Guatemala,Guatemala,0,Tercero Basico,Guatemala,Guatemala,No,20051007,20220224
4260988,20,Generacion Z,Masculino,Soltero,Escuintla,La Gomera,1108,Tercero Basico,Escuintla,La Gomera,No,20210928,20221224
1699465,47,Generacion X,Femenino,Casado,Guatemala,Villa Nueva,9235,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,No,20131112,20221230
4404510,30,Millenials,Masculino,Soltero,Retalhuleu,Champerico,3273,Maestro De Educacion Primaria,Quetzaltenango,Coatepeque,Si,20220630,20221230
574340,45,Generacion X,Masculino,Soltero,Guatemala,Guatemala,0,Bachiller Electricista,Error,Error,No,20090109,20221228
3840748,43,Generacion X,Error,Error,Guatemala,Guatemala,6531,Error,Guatemala,Mixco,Si,20070703,20221227
1179872,38,Millenials,Masculino,Soltero,Escuintla,Tiquisate,3395,Sexto Primaria,Escuintla,Tiquisate,No,20150316,20221230
1550576,51,Generacion X,Femenino,Casado,Quetzaltenango,Quetzaltenango,0,Servicio Domestico,Error,Error,Si,20091201,20221222
3422311,32,Millenials,Femenino,Soltero,Sacatepequez,Antigua Sacatepequez,10000,Maestro De Educacion Primaria,Sacatepequez,Antigua Sacatepequez,Si,20121005,20221228
3879326,31,Millenials,Masculino,Soltero,Guatemala,Guatemala,4600,Bachiller En Ciencias Y Letras,Guatemala,Guatemala,No,20190128,20220820
4494988,29,Millenials,Masculino,Casado,San Marcos,San Pedro Sacatepequez,3000,Educacion Basica Completa,San Marcos,San Pedro Sacatepequez,No,20221212,20221230
1830633,28,Millenials,Masculino,Soltero,Zacapa,Estanzuela,1516,Tercero Basico,Chiquimula,Esquipulas,Si,20140116,20220115
3395800,28,Millenials,Masculino,Casado,Escuintla,La Gomera,4814,Educacion Basica Completa,Escuintla,La Gomera,No,20111115,20221229
4055572,57,Generacion X,Error,Error,Quetzaltenango,Quetzaltenango,7018,Error,Guatemala,Guatemala,No,20150117,20221230
1155325,43,Generacion X,Masculino,Soltero,Guatemala,Guatemala,7539,Sexto Primaria,Guatemala,Guatemala,Si,20060904,20221230
4185660,28,Millenials,Masculino,Soltero,Sacatepequez,Antigua Sacatepequez,4398,Educacion Basica Completa,Guatemala,Guatemala,Si,20210405,20221230
1398462,31,Millenials,Masculino,Soltero,Guatemala,Guatemala,10000,Agricultor,Guatemala,Guatemala,No,20160330,0
3924173,28,Millenials,Masculino,Soltero,Guatemala,San Juan Sacatepequez,10000,Educacion Basica Completa,Guatemala,Guatemala,No,20190411,20221203
4479068,45,Generacion X,Masculino,Soltero,Guatemala,Amatitlan,2901,Sexto Primaria,Guatemala,Guatemala,No,20221113,20221229
691410,51,Generacion X,Femenino,Casado,Guatemala,Guatemala,0,Bachiller En Ciencias Y Letras,Error,Error,Si,20100826,20221230
1604824,38,Millenials,Femenino,Soltero,Guatemala,Villa Canales,7750,Educacion Basica Completa,Guatemala,Guatemala,Si,20080311,20221229
4280029,51,Generacion X,Masculino,Casado,Guatemala,San Miguel Petapa,4082,Educacion Basica Completa,Guatemala,Villa Canales,Si,20120125,20221230
4420963,20,Generacion Z,Masculino,Soltero,Guatemala,Villa Nueva,10000,Educacion Basica Completa,Guatemala,Guatemala,Si,20220730,20221230
3959561,35,Millenials,Femenino,Soltero,Jutiapa,Agua Blanca,4231,Tecnico En Admo. De Personal,Error,Error,Si,20190621,20221230
4183073,43,Generacion X,Femenino,Soltero,Guatemala,San Miguel Petapa,3661,Tercero Basico,Guatemala,Guatemala,Si,20210322,20221229
1499435,39,Millenials,Masculino,Casado,Santa Rosa,El Oratorio,3949,Educacion Basica Completa,Santa Rosa,Cuilapa,Si,20161201,20221229
